run_name,algorithm,labeled_dataset,description,is_duplicate_of,duration,duration_seconds,duration_hours
ood_cifar100_r0.1_s0_0406_1806,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 25s,2665,0.740278
ood_cifar100_r0.1_s10_0406_1851,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 54s,2694,0.748333
ood_cifar100_r0.1_s20_0406_1936,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 19s,2659,0.738611
ood_cifar100_r0.1_s30_0406_2020,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 24s,2664,0.74
ood_cifar100_r0.1_s40_0406_2104,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 36s,2676,0.743333
ood_cifar100_r0.2_s0_0407_1645,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 16s,2656,0.737778
ood_cifar100_r0.2_s10_0407_1729,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 9s,2649,0.735833
ood_cifar100_r0.2_s20_0407_1813,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 37s,2617,0.726944
ood_cifar100_r0.2_s30_0407_1857,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 0s,2640,0.733333
ood_cifar100_r0.2_s40_0407_1941,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 11s,2651,0.736389
ood_cifar100_r0.3_s0_0408_1522,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 6s,2646,0.735
ood_cifar100_r0.3_s10_0408_1606,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 4s,2644,0.734444
ood_cifar100_r0.3_s20_0408_1650,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 51s,2631,0.730833
ood_cifar100_r0.3_s30_0408_1734,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 9s,2649,0.735833
ood_cifar100_r0.3_s40_0408_1819,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 33s,2613,0.725833
ood_cifar100_r0.4_s0_0409_1355,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 33s,2613,0.725833
ood_cifar100_r0.4_s10_0409_1439,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 24s,2604,0.723333
ood_cifar100_r0.4_s20_0409_1522,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 12s,2652,0.736667
ood_cifar100_r0.4_s30_0409_1606,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 27s,2607,0.724167
ood_cifar100_r0.4_s40_0409_1650,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 16s,2656,0.737778
ood_cifar100_r0.5_s0_0410_1227,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 36s,2616,0.726667
ood_cifar100_r0.5_s10_0410_1310,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 6s,2586,0.718333
ood_cifar100_r0.5_s20_0410_1353,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 25s,2605,0.723611
ood_cifar100_r0.5_s30_0410_1437,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 48s,2628,0.73
ood_cifar100_r0.5_s40_0410_1521,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 52s,2632,0.731111
ood_gaussian_noise_r0.1_s0_0407_0916,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
ood_gaussian_noise_r0.1_s10_0407_1001,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 30s,2730,0.758333
ood_gaussian_noise_r0.1_s20_0407_1047,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 32s,2732,0.758889
ood_gaussian_noise_r0.1_s30_0407_1132,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
ood_gaussian_noise_r0.1_s40_0407_1218,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
ood_gaussian_noise_r0.2_s0_0408_0752,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
ood_gaussian_noise_r0.2_s10_0408_0838,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
ood_gaussian_noise_r0.2_s20_0408_0924,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
ood_gaussian_noise_r0.2_s30_0408_1009,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 37s,2737,0.760278
ood_gaussian_noise_r0.2_s40_0408_1055,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 35s,2735,0.759722
ood_gaussian_noise_r0.3_s0_0409_0630,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 36s,2736,0.76
ood_gaussian_noise_r0.3_s10_0409_0716,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 38s,2738,0.760556
ood_gaussian_noise_r0.3_s20_0409_0802,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 34s,2734,0.759444
ood_gaussian_noise_r0.3_s30_0409_0847,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
ood_gaussian_noise_r0.3_s40_0409_0933,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 33s,2733,0.759167
ood_gaussian_noise_r0.4_s0_0410_0501,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 34s,2734,0.759444
ood_gaussian_noise_r0.4_s10_0410_0547,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
ood_gaussian_noise_r0.4_s20_0410_0633,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 25s,2725,0.756944
ood_gaussian_noise_r0.4_s30_0410_0718,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
ood_gaussian_noise_r0.4_s40_0410_0804,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
ood_gaussian_noise_r0.5_s0_0411_0333,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 27s,2727,0.7575
ood_gaussian_noise_r0.5_s10_0411_0418,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
ood_gaussian_noise_r0.5_s20_0411_0504,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
ood_gaussian_noise_r0.5_s30_0411_0549,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 31s,2731,0.758611
ood_gaussian_noise_r0.5_s40_0411_0635,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 37s,2737,0.760278
ood_mnist_r0.1_s0_0406_2149,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 27s,2727,0.7575
ood_mnist_r0.1_s10_0406_2234,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 41s,2741,0.761389
ood_mnist_r0.1_s20_0406_2320,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 29s,2729,0.758056
ood_mnist_r0.1_s30_0407_0006,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 37s,2737,0.760278
ood_mnist_r0.1_s40_0407_0051,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 30s,2730,0.758333
ood_mnist_r0.2_s0_0407_2025,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 31s,2731,0.758611
ood_mnist_r0.2_s10_0407_2111,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 29s,2729,0.758056
ood_mnist_r0.2_s20_0407_2156,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
ood_mnist_r0.2_s30_0407_2242,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 27s,2727,0.7575
ood_mnist_r0.2_s40_0407_2327,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
ood_mnist_r0.3_s0_0408_1902,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 54s,2754,0.765
ood_mnist_r0.3_s10_0408_1948,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 27s,2727,0.7575
ood_mnist_r0.3_s20_0408_2033,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
ood_mnist_r0.3_s30_0408_2119,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 36s,2736,0.76
ood_mnist_r0.3_s40_0408_2205,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 32s,2732,0.758889
ood_mnist_r0.4_s0_0409_1734,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
ood_mnist_r0.4_s10_0409_1820,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 38s,2738,0.760556
ood_mnist_r0.4_s20_0409_1906,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 31s,2731,0.758611
ood_mnist_r0.4_s30_0409_1951,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 36s,2736,0.76
ood_mnist_r0.4_s40_0409_2037,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 31s,2731,0.758611
ood_mnist_r0.5_s0_0410_1605,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 34s,2734,0.759444
ood_mnist_r0.5_s10_0410_1650,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
ood_mnist_r0.5_s20_0410_1736,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 41s,2741,0.761389
ood_mnist_r0.5_s30_0410_1821,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 30s,2730,0.758333
ood_mnist_r0.5_s40_0410_1907,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 37s,2737,0.760278
ood_stl10_r0.1_s0_0407_0137,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 38s,2738,0.760556
ood_stl10_r0.1_s10_0407_0222,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 51s,2751,0.764167
ood_stl10_r0.1_s20_0407_0308,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
ood_stl10_r0.1_s30_0407_0354,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
ood_stl10_r0.1_s40_0407_0440,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 0s,2760,0.766667
ood_stl10_r0.2_s0_0408_0013,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
ood_stl10_r0.2_s10_0408_0059,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 54s,2754,0.765
ood_stl10_r0.2_s20_0408_0145,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 10s,2770,0.769444
ood_stl10_r0.2_s30_0408_0231,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
ood_stl10_r0.2_s40_0408_0317,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 59s,2759,0.766389
ood_stl10_r0.3_s0_0408_2251,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 0s,2760,0.766667
ood_stl10_r0.3_s10_0408_2337,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 6s,2766,0.768333
ood_stl10_r0.3_s20_0409_0023,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 49s,2749,0.763611
ood_stl10_r0.3_s30_0409_0108,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
ood_stl10_r0.3_s40_0409_0155,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 0s,2760,0.766667
ood_stl10_r0.4_s0_0409_2122,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 45s,2745,0.7625
ood_stl10_r0.4_s10_0409_2208,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
ood_stl10_r0.4_s20_0409_2254,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 49s,2749,0.763611
ood_stl10_r0.4_s30_0409_2340,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
ood_stl10_r0.4_s40_0410_0026,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 49s,2749,0.763611
ood_stl10_r0.5_s0_0410_1953,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
ood_stl10_r0.5_s10_0410_2038,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 27s,2787,0.774167
ood_stl10_r0.5_s20_0410_2125,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
ood_stl10_r0.5_s30_0410_2211,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
ood_stl10_r0.5_s40_0410_2257,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 49s,2749,0.763611
ood_svhn_r0.0_s0_0406_1043,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 51s,2631,0.730833
ood_svhn_r0.0_s10_0406_1126,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 56s,2636,0.732222
ood_svhn_r0.0_s20_0406_1210,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 9s,2649,0.735833
ood_svhn_r0.0_s30_0406_1255,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 2s,2642,0.733889
ood_svhn_r0.0_s40_0406_1339,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 36s,2676,0.743333
ood_svhn_r0.1_s0_0406_1423,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 27s,2667,0.740833
ood_svhn_r0.1_s10_0406_1508,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 45s,2685,0.745833
ood_svhn_r0.1_s20_0406_1552,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 31s,2671,0.741944
ood_svhn_r0.1_s30_0406_1637,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 44s,2684,0.745556
ood_svhn_r0.1_s40_0406_1722,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 25s,2665,0.740278
ood_svhn_r0.2_s0_0407_1304,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 10s,2650,0.736111
ood_svhn_r0.2_s10_0407_1348,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 47s,2627,0.729722
ood_svhn_r0.2_s20_0407_1432,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 57s,2637,0.7325
ood_svhn_r0.2_s30_0407_1516,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 8s,2648,0.735556
ood_svhn_r0.2_s40_0407_1600,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 51s,2691,0.7475
ood_svhn_r0.3_s0_0408_1141,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 27s,2667,0.740833
ood_svhn_r0.3_s10_0408_1225,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 22s,2662,0.739444
ood_svhn_r0.3_s20_0408_1309,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 59s,2639,0.733056
ood_svhn_r0.3_s30_0408_1353,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 14s,2654,0.737222
ood_svhn_r0.3_s40_0408_1438,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 44m 39s,2679,0.744167
ood_svhn_r0.4_s0_0409_1018,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 36s,2616,0.726667
ood_svhn_r0.4_s10_0409_1102,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 49s,2629,0.730278
ood_svhn_r0.4_s20_0409_1146,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 9s,2589,0.719167
ood_svhn_r0.4_s30_0409_1229,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 42m 40s,2560,0.711111
ood_svhn_r0.4_s40_0409_1312,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 31s,2611,0.725278
ood_svhn_r0.5_s0_0410_0850,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 19s,2599,0.721944
ood_svhn_r0.5_s10_0410_0933,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 48s,2628,0.73
ood_svhn_r0.5_s20_0410_1017,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 42m 51s,2571,0.714167
ood_svhn_r0.5_s30_0410_1100,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 35s,2615,0.726389
ood_svhn_r0.5_s40_0410_1143,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 43m 24s,2604,0.723333
ood_textures_r0.1_s0_0407_0526,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 58s,2758,0.766111
ood_textures_r0.1_s10_0407_0612,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
ood_textures_r0.1_s20_0407_0658,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 59s,2759,0.766389
ood_textures_r0.1_s30_0407_0744,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
ood_textures_r0.1_s40_0407_0830,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
ood_textures_r0.2_s0_0408_0403,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 57s,2757,0.765833
ood_textures_r0.2_s10_0408_0449,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 37s,2737,0.760278
ood_textures_r0.2_s20_0408_0535,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
ood_textures_r0.2_s30_0408_0620,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 45s,2745,0.7625
ood_textures_r0.2_s40_0408_0706,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 54s,2754,0.765
ood_textures_r0.3_s0_0409_0241,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
ood_textures_r0.3_s10_0409_0326,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
ood_textures_r0.3_s20_0409_0412,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 5s,2765,0.768056
ood_textures_r0.3_s30_0409_0458,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
ood_textures_r0.3_s40_0409_0545,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
ood_textures_r0.4_s0_0410_0112,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
ood_textures_r0.4_s10_0410_0157,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
ood_textures_r0.4_s20_0410_0243,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 11s,2771,0.769722
ood_textures_r0.4_s30_0410_0329,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 10s,2770,0.769444
ood_textures_r0.4_s40_0410_0416,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 51s,2751,0.764167
ood_textures_r0.5_s0_0410_2343,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
ood_textures_r0.5_s10_0411_0029,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
ood_textures_r0.5_s20_0411_0114,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 4s,2764,0.767778
ood_textures_r0.5_s30_0411_0201,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
ood_textures_r0.5_s40_0411_0246,fixmatch,cifar10,FixMatch OOD-type sweep (6 OOD sources × r × seeds),,0h 46m 7s,2767,0.768611
alg_flexmatch_cifar100_r0.1_s0_0406_1445,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_cifar100_r0.1_s10_0406_1531,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_cifar100_r0.1_s20_0406_1617,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 51s,2751,0.764167
alg_flexmatch_cifar100_r0.1_s30_0406_1702,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 54s,2754,0.765
alg_flexmatch_cifar100_r0.1_s40_0406_1748,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 57s,2757,0.765833
alg_flexmatch_cifar100_r0.2_s0_0407_1348,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
alg_flexmatch_cifar100_r0.2_s10_0407_1434,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
alg_flexmatch_cifar100_r0.2_s20_0407_1520,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 49s,2749,0.763611
alg_flexmatch_cifar100_r0.2_s30_0407_1606,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
alg_flexmatch_cifar100_r0.2_s40_0407_1652,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_cifar100_r0.3_s0_0408_1245,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
alg_flexmatch_cifar100_r0.3_s10_0408_1331,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
alg_flexmatch_cifar100_r0.3_s20_0408_1417,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 50s,2750,0.763889
alg_flexmatch_cifar100_r0.3_s30_0408_1502,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_cifar100_r0.3_s40_0408_1548,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
alg_flexmatch_cifar100_r0.4_s0_0409_1141,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 50s,2750,0.763889
alg_flexmatch_cifar100_r0.4_s10_0409_1227,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 50s,2750,0.763889
alg_flexmatch_cifar100_r0.4_s20_0409_1313,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 47s,2747,0.763056
alg_flexmatch_cifar100_r0.4_s30_0409_1359,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_cifar100_r0.4_s40_0409_1444,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
